utr,amount_gross,commission,gst,settled_amount,settled_dt,txn_dt,payment_mode,issuing_bank,unit,raw_path,utr_txn_count,confidence
YESAP52912714727,5252.0,3.31,0.6,5248.09,2025-10-18 05:03:21,2025-10-17 11:06:31,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,8,high
YESAP52921481666,9847.0,48.68,8.76,9789.56,2025-10-19 04:32:54,2025-10-18 18:39:38,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,12,high
YESAP52931427734,14240.0,47.44,8.530000000000001,14184.03,2025-10-20 04:53:39,2025-10-19 07:51:33,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,15,high
YESAP52940064925,18104.0,81.27,14.63,18008.1,2025-10-21 03:22:34,2025-10-20 09:13:52,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,17,high
YESAP52951809742,33058.0,157.75,28.41,32871.84,2025-10-22 04:51:33,2025-10-21 08:34:00,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,27,high
YESAP52961191621,18854.0,56.089999999999996,10.1,18787.809999999998,2025-10-23 04:24:27,2025-10-22 08:31:21,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,24,high
YESAP52970972396,22851.0,129.42000000000002,23.3,22698.28,2025-10-24 05:49:49,2025-10-23 08:04:11,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,23,high
YESAP52981219969,23635.0,5.6,1.01,23628.39,2025-10-25 04:22:38,2025-10-24 09:08:41,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,22,high
YESAP52990068962,24955.0,66.87,12.04,24876.09,2025-10-26 03:11:53,2025-10-25 14:11:04,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,16,high
YESAP53001174810,18840.0,38.25,6.89,18794.86,2025-10-27 04:06:46,2025-10-26 09:10:35,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,17,high
YESAP53011799286,14030.0,85.11,15.33,13929.56,2025-10-28 04:39:10,2025-10-27 10:11:41,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,17,high
YESAP53021422999,13740.0,100.7,18.14,13621.16,2025-10-29 03:38:01,2025-10-28 08:28:23,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,20,high
YESAP53030129746,21684.0,22.14,3.9800000000000004,21657.88,2025-10-30 02:12:01,2025-10-29 09:27:25,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,25,high
YESAP53042105252,22556.0,79.84,14.37,22461.79,2025-10-31 04:58:19,2025-10-30 08:27:14,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,27,high
YESAP53050892504,15026.0,20.76,3.74,15001.5,2025-11-01 04:37:07,2025-10-31 14:04:09,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP- PTM - OCTOBER 2025.xlsx,16,high
YESAP53361803532,18792.0,105.4,18.97,18667.63,2025-12-02 05:20:29,2025-12-01 14:01:48,UPI_CREDIT_CARD,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,20,high
YESAP53371156801,10248.0,44.26,7.96,10195.78,2025-12-03 04:26:06,2025-12-02 09:41:27,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,21,high
YESAP53381970785,13830.0,58.58,9.99,13761.43,2025-12-04 05:21:54,2025-12-03 09:35:13,UPI,AXIS,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,21,high
YESAP53392000862,15677.0,114.81,19.86,15542.329999999998,2025-12-05 05:51:09,2025-12-04 08:18:00,UPI,SBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,11,high
YESAP53400947544,9422.0,62.290000000000006,11.21,9348.5,2025-12-06 03:49:05,2025-12-05 09:04:19,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,23,high
YESAP53410173877,13195.0,78.02,12.09,13104.89,2025-12-07 03:22:08,2025-12-06 14:48:24,UPI,IDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,18,high
YESAP53421131350,9768.0,48.94,6.25,9712.81,2025-12-08 03:29:01,2025-12-07 15:22:56,UPI,AXIS,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,14,high
YESAP53431196092,22059.0,67.11,4.53,21987.36,2025-12-09 03:05:30,2025-12-08 09:07:43,UPI,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,26,high
YESAP53440820434,13295.0,56.58,7.920000000000001,13230.5,2025-12-10 04:33:38,2025-12-09 15:21:18,UPI,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,26,high
YESAP53450150091,21919.0,110.42,19.880000000000003,21788.7,2025-12-11 02:10:17,2025-12-10 09:33:23,UPI,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,17,high
YESAP53460536926,11083.0,82.7,11.17,10989.130000000001,2025-12-12 04:09:02,2025-12-11 09:00:18,UPI_LITE,SBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,16,high
YESAP53470079081,30229.0,174.11,21.97,30032.92,2025-12-13 09:16:48,2025-12-12 15:36:12,UPI,ICICI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,25,high
YESAP53480773917,22314.0,168.02,24.02,22121.96,2025-12-14 04:48:59,2025-12-13 15:22:54,UPI_LITE,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,25,high
YESAP53491828541,24668.0,19.79,2.41,24645.8,2025-12-15 04:47:34,2025-12-14 09:39:55,UPI,IDBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,18,high
YESAP53501558150,16136.0,87.34,15.72,16032.94,2025-12-16 04:32:23,2025-12-15 09:33:36,UPI,SBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,20,high
YESAP53511047156,19669.0,6.5,1.17,19661.33,2025-12-17 03:57:51,2025-12-16 07:48:18,UPI,IDBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,15,high
YESAP53521008543,10890.0,14.67,0.0,10875.33,2025-12-18 04:06:15,2025-12-17 15:26:16,UPI,SBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,14,high
YESAP53530014289,16401.0,89.14999999999999,0.89,16310.96,2025-12-19 02:18:41,2025-12-18 08:51:08,UPI,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,25,high
YESAP53540221692,21510.0,189.42000000000002,21.02,21299.56,2025-12-20 02:18:19,2025-12-19 08:14:11,UPI,SBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,24,high
YESAP53550234004,15150.0,36.010000000000005,5.68,15108.31,2025-12-21 02:21:45,2025-12-20 09:21:13,UPI_LITE,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,23,high
YESAP53560136351,25451.0,110.22999999999999,5.8,25334.97,2025-12-22 03:05:35,2025-12-21 09:26:52,UPI,ICICI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,30,high
YESAP53571466891,22635.0,133.83,14.33,22486.84,2025-12-23 04:39:22,2025-12-22 00:31:32,UPI_CREDIT_CARD,CAPB,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,29,high
YESAP53580331663,22606.0,193.23,17.97,22394.8,2025-12-24 02:59:10,2025-12-23 15:39:28,UPI,SBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,26,high
YESAP53594170641,27299.0,212.67000000000002,7.1899999999999995,27079.14,2025-12-25 07:52:54,2025-12-24 08:54:53,CREDIT_CARD,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,28,high
YESAP53602019417,34112.0,181.5,18.95,33911.55,2025-12-26 04:59:05,2025-12-25 01:02:07,UPI,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,37,high
YESAP53610035949,39511.0,326.96999999999997,40.97,39143.06,2025-12-27 02:15:28,2025-12-26 00:04:19,UPI,SBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,42,high
YESAP53621660615,38333.0,241.35,35.25,38056.4,2025-12-28 04:51:13,2025-12-27 15:40:13,UPI,HSBC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,30,high
YESAP53632051211,13801.0,44.650000000000006,5.29,13751.06,2025-12-29 04:45:11,2025-12-28 09:37:32,UPI,ICICI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,26,high
YESAP53640142979,22671.0,204.11,28.63,22438.26,2025-12-30 02:45:59,2025-12-29 08:34:59,UPI,HDFC,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,25,high
YESAP53650067226,31785.0,192.27,15.270000000000001,31577.46,2025-12-31 02:22:10,2025-12-30 14:56:18,UPI,XBVM,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,29,high
YESAP60011347483,27625.0,166.32,29.93,27428.75,2026-01-01 05:28:18,2025-12-31 09:35:09,UPI_CREDIT_CARD,SBI,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - DECEMBER 2025.xlsx,30,high
YESAP60021140361,25752.0,124.61000000000001,13.41,25613.98,2026-01-02 04:15:09,2026-01-01 00:15:58,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,32,high
YESAP60031498160,7773.0,15.61,1.37,7756.02,2026-01-03 04:11:57,2026-01-02 08:36:36,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,16,high
YESAP60040094172,22479.0,86.32000000000001,8.2,22384.48,2026-01-04 02:14:19,2026-01-03 09:23:29,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,36,high
YESAP60050946571,21042.0,123.11,2.46,20916.43,2026-01-05 03:43:19,2026-01-04 08:19:28,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,29,high
YESAP60060062926,8380.0,35.72,3.29,8340.99,2026-01-06 01:42:48,2026-01-05 07:22:07,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,22,high
YESAP60070136129,12204.0,0.0,0.0,12204.0,2026-01-07 02:27:05,2026-01-06 09:17:07,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,11,high
YESAP60081202537,14465.0,60.91,10.96,14393.130000000001,2026-01-08 03:34:59,2026-01-07 10:08:10,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,19,high
YESAP60090338911,15432.0,100.53999999999999,12.65,15318.81,2026-01-09 02:30:43,2026-01-08 07:35:29,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,23,high
YESAP60110019697,13906.0,62.620000000000005,5.69,13837.69,2026-01-11 02:18:06,2026-01-10 13:13:40,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,19,high
YESAP60120039317,24793.0,38.01,3.16,24751.83,2026-01-12 02:12:36,2026-01-11 09:23:44,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,28,high
YESAP60130066358,26558.0,187.89,18.5,26351.61,2026-01-13 02:21:54,2026-01-12 08:45:54,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,23,high
YESAP60141385650,21966.0,212.89000000000001,28.89,21724.22,2026-01-14 04:25:39,2026-01-13 14:02:15,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,23,high
YESAP60150122715,14231.0,81.9,6.89,14142.21,2026-01-15 02:20:45,2026-01-14 07:50:54,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,19,high
YESAP60160022027,14212.0,81.03999999999999,12.72,14118.24,2026-01-16 02:07:23,2026-01-15 07:27:15,UPI_LITE,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,20,high
YESAP60170065187,24884.0,119.03999999999999,1.09,24763.87,2026-01-17 02:17:45,2026-01-16 09:35:59,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,25,high
YESAP60181218132,22403.0,123.76,13.01,22266.23,2026-01-18 04:48:24,2026-01-17 08:13:00,UPI_PPIWALLET,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,20,high
YESAP60190908079,16561.0,75.39,2.83,16482.78,2026-01-19 03:27:07,2026-01-18 08:26:20,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,19,high
YESAP60200184860,8210.0,40.25,3.9499999999999997,8165.8,2026-01-20 02:25:03,2026-01-19 07:13:59,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,13,high
YESAP60210210892,18853.0,153.07999999999998,15.61,18684.31,2026-01-21 02:32:58,2026-01-20 07:50:44,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,19,high
YESAP60220731387,10305.0,146.76,0.0,10158.24,2026-01-22 03:11:34,2026-01-21 10:30:29,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,14,high
YESAP60230200691,8996.0,22.84,0.0,8973.16,2026-01-23 02:20:11,2026-01-22 11:33:00,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,11,high
YESAP60242178739,13903.0,0.0,0.0,13903.0,2026-01-24 05:39:05,2026-01-23 10:49:30,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,24,high
YESAP60251171157,24482.0,186.35,13.23,24282.42,2026-01-25 06:16:22,2026-01-24 10:05:39,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,27,high
YESAP60261285474,25568.0,96.99,8.77,25462.24,2026-01-26 03:04:13,2026-01-25 08:44:20,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,37,high
YESAP60270121542,13263.0,70.87,7.33,13184.8,2026-01-27 02:10:28,2026-01-26 14:24:20,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,17,high
YESAP60280275595,6655.0,60.78,5.98,6588.24,2026-01-28 02:26:42,2026-01-27 07:31:10,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,13,high
YESAP60291575259,13871.0,188.18,33.86,13648.960000000001,2026-01-29 04:02:23,2026-01-28 09:31:27,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,14,high
YESAP60303131653,9127.0,0.0,0.0,9127.0,2026-01-30 05:31:41,2026-01-29 07:57:39,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,18,high
YESAP60312751210,9070.0,0.0,0.0,9070.0,2026-01-31 05:24:26,2026-01-30 07:52:28,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,13,high
YESAP60321172159,14937.0,60.41,6.08,14870.51,2026-02-01 03:59:55,2026-01-31 14:05:59,CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - JANUARY 2026.xlsx,20,high
YESAP60331726969,11159.0,43.21,0.0,11115.79,2026-02-02 04:04:06,2026-02-01 07:50:46,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,13,high
YESAP60341459902,21300.0,168.79999999999998,30.39,21100.81,2026-02-03 03:49:21,2026-02-02 14:20:05,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,14,high
YESAP60352468559,6265.0,54.89,9.870000000000001,6200.24,2026-02-04 06:40:32,2026-02-03 09:15:25,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,11,high
YESAP60362458983,4658.0,74.84,7.199999999999999,4575.96,2026-02-05 06:10:17,2026-02-04 11:51:04,UPI_LITE,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,10,high
YESAP60371449318,11936.0,38.230000000000004,3.6199999999999997,11894.15,2026-02-06 04:36:27,2026-02-05 08:32:24,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,16,high
YESAP60382812711,24601.0,147.96,19.380000000000003,24433.66,2026-02-07 06:24:22,2026-02-06 00:37:06,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,28,high
YESAP60391695473,18835.0,119.77000000000001,21.55,18693.68,2026-02-08 03:47:35,2026-02-07 08:05:10,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,27,high
YESAP60401872658,15177.0,35.39,2.91,15138.699999999999,2026-02-09 04:40:09,2026-02-08 08:35:13,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,17,high
YESAP60412187849,14976.0,47.989999999999995,0.81,14927.2,2026-02-10 04:31:45,2026-02-09 01:53:57,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,27,high
YESAP60421919917,20889.0,63.61,6.86,20818.53,2026-02-11 04:08:15,2026-02-10 07:50:26,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,35,high
YESAP60432190357,11090.0,129.07,6.83,10954.1,2026-02-12 04:27:37,2026-02-11 07:10:26,UPI_PPIWALLET,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,19,high
YESAP60441056175,15277.0,206.23000000000002,13.61,15057.16,2026-02-13 03:40:30,2026-02-12 06:46:14,UPI_PPIWALLET,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,26,high
YESAP60450625917,14269.0,124.66,6.16,14138.18,2026-02-14 09:00:59,2026-02-13 11:27:51,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,20,high
YESAP60461428531,23528.0,205.35,28.74,23293.91,2026-02-15 03:44:29,2026-02-14 09:37:29,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,23,high
YESAP60471635860,15352.0,37.56,5.49,15308.95,2026-02-16 04:33:58,2026-02-15 09:02:46,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,18,high
YESAP60481823811,20760.0,348.81,55.089999999999996,20356.100000000002,2026-02-17 04:51:43,2026-02-16 08:49:06,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,19,high
YESAP60492685010,16956.0,61.2,9.63,16885.17,2026-02-18 06:01:58,2026-02-17 12:04:35,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,20,high
YESAP60501629671,10504.0,18.81,3.39,10481.8,2026-02-19 04:48:55,2026-02-18 08:49:33,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,20,high
YESAP60511745265,14895.0,58.55,8.21,14828.24,2026-02-20 04:36:51,2026-02-19 07:46:40,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,22,high
YESAP60522895520,25103.0,270.99,36.98,24795.03,2026-02-21 05:18:50,2026-02-20 09:16:32,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,32,high
YESAP60530895925,18453.0,130.0,21.33,18301.67,2026-02-22 03:44:09,2026-02-21 07:58:15,UPI_PPIWALLET,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,28,high
YESAP60541970881,11609.0,34.96,1.7,11572.34,2026-02-23 05:36:51,2026-02-22 10:53:37,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,16,high
YESAP60551247303,9588.0,72.78,3.9400000000000004,9511.28,2026-02-24 04:38:56,2026-02-23 00:16:42,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,17,high
YESAP60561424570,23385.0,98.69999999999999,17.759999999999998,23268.54,2026-02-25 04:32:11,2026-02-24 14:14:38,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,24,high
YESAP60571487848,15972.0,43.7,7.87,15920.43,2026-02-26 04:23:43,2026-02-25 13:10:08,UPI_CREDIT_CARD,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,19,high
YESAP60581273140,7833.0,44.94,8.08,7779.98,2026-02-27 04:08:00,2026-02-26 06:39:49,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,12,high
YESAP60592326023,29361.0,234.41000000000003,27.37,29099.22,2026-02-28 04:56:35,2026-02-27 09:33:10,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,25,high
YESAP60601576267,16472.0,148.58,26.740000000000002,16296.68,2026-03-01 04:08:20,2026-02-28 10:21:21,UPI,,rooftop,meet-recording/data_sheets_historical/mangal all data sheet/PTM ROOFTOP/TMV ROOFTOP - FEBRUARY 2026.xlsx,20,high
